2/26/2020,1
2/27/2020,1
2/28/2020,1
2/29/2020,2
3/1/2020,2
3/2/2020,2
3/3/2020,2
3/4/2020,4
3/5/2020,4
3/6/2020,13
3/7/2020,13
3/8/2020,20
3/9/2020,25
3/10/2020,31
3/11/2020,38
3/12/2020,52
3/13/2020,151
3/14/2020,151
3/15/2020,162
3/16/2020,200
3/17/2020,321
3/18/2020,372
3/19/2020,621
3/20/2020,793
3/21/2020,1021
3/22/2020,1546
3/23/2020,1924
3/24/2020,2247
3/25/2020,2554
3/26/2020,2985
3/27/2020,3417
3/28/2020,3904
3/29/2020,4256
3/30/2020,4579
3/31/2020,5717
4/1/2020,6836
4/2/2020,8044
4/3/2020,9056
4/4/2020,10360
4/5/2020,11130
4/6/2020,12161
4/7/2020,14034
4/8/2020,16170
4/9/2020,18092
4/10/2020,19638
4/11/2020,20727
4/12/2020,22192
4/13/2020,23430
4/14/2020,25262
4/15/2020,28320
4/16/2020,30425
4/17/2020,33682
4/18/2020,36658
4/19/2020,38654
4/20/2020,40743
4/21/2020,43079
4/22/2020,45757
4/23/2020,50036
4/24/2020,54043
4/25/2020,59324
4/26/2020,63100
4/27/2020,67446
4/28/2020,73235
4/29/2020,79685
4/30/2020,87187
5/1/2020,92202
5/2/2020,97100
5/3/2020,101826
5/4/2020,108620
5/5/2020,115455
5/6/2020,126611
5/7/2020,135773
5/8/2020,146894
5/9/2020,156061
5/10/2020,162699
5/11/2020,169594
5/12/2020,178214
5/13/2020,190137
5/14/2020,203165
5/15/2020,220291
5/16/2020,233511
5/17/2020,241080
5/18/2020,255368
5/19/2020,271885
5/20/2020,291579
5/21/2020,310087
5/22/2020,330890
5/23/2020,347398
5/24/2020,363211
5/25/2020,374898
5/26/2020,391222
5/27/2020,411821
5/28/2020,438238
5/29/2020,465166
5/30/2020,498440
5/31/2020,514849
6/1/2020,526447
6/2/2020,555383
6/3/2020,584016
6/4/2020,614941
6/5/2020,645771
6/6/2020,672846
6/7/2020,691758
6/8/2020,707412
6/9/2020,739503
6/10/2020,772416
6/11/2020,802828
6/12/2020,828810
6/13/2020,850514
6/14/2020,867624
6/15/2020,888271
6/16/2020,923189
6/17/2020,955377
6/18/2020,978142
6/19/2020,1032913
6/20/2020,1067579
6/21/2020,1083341
6/22/2020,1106470
6/23/2020,1145906
6/24/2020,1188631
6/25/2020,1228114
6/26/2020,1274974
6/27/2020,1313667
6/28/2020,1344143
6/29/2020,1368195
6/30/2020,1402041
7/1/2020,1448753
7/2/2020,1496858
7/3/2020,1539081
7/4/2020,1577004
7/5/2020,1603055
7/6/2020,1623284
7/7/2020,1668589
7/8/2020,1713160
7/9/2020,1755779
7/10/2020,1800827
7/11/2020,1839850
7/12/2020,1864681
7/13/2020,1884967
7/14/2020,1926824
7/15/2020,1966748
7/16/2020,2012151
7/17/2020,2046328
7/18/2020,2074860
7/19/2020,2098389
7/20/2020,2118646
7/21/2020,2159654
7/22/2020,2227514
7/23/2020,2287475
7/24/2020,2343366
7/25/2020,2394513
7/26/2020,2419091
7/27/2020,2442375
7/28/2020,2483191
7/29/2020,2552265
7/30/2020,2610102
7/31/2020,2662485
8/1/2020,2707877
8/2/2020,2733677
8/3/2020,2750318
8/4/2020,2801921
8/5/2020,2859073
8/6/2020,2912212
8/7/2020,2962442
8/8/2020,3012412
8/9/2020,3035422
8/10/2020,3057470
8/11/2020,3109630
8/12/2020,3164785
8/13/2020,3224876
8/14/2020,3275520
8/15/2020,3317096
8/16/2020,3340197
8/17/2020,3359570
8/18/2020,3407354
8/19/2020,3456652
8/20/2020,3501975
8/21/2020,3532330
8/22/2020,3582362
8/23/2020,3605783
8/24/2020,3622861
8/25/2020,3669995
8/26/2020,3717156
8/27/2020,3761391
8/28/2020,3804803
8/29/2020,3846153
8/30/2020,3862311
8/31/2020,3908272
9/1/2020,3950931
9/2/2020,3997865
9/3/2020,4041638
9/4/2020,4091801
9/5/2020,4123000
9/6/2020,4137521
9/7/2020,4147794
9/8/2020,4162073
9/9/2020,4197889
9/10/2020,4238446
9/11/2020,4282164
9/12/2020,4315687
9/13/2020,4330455
9/14/2020,4345610
9/15/2020,4382263
9/16/2020,4419083
9/17/2020,4455386
9/18/2020,4495183
9/19/2020,4528240
9/20/2020,4544629
9/21/2020,4558040
9/22/2020,4591364
9/23/2020,4591364
9/24/2020,4657702
9/25/2020,4689613
9/26/2020,4717991
9/27/2020,4732309
9/28/2020,4745464
9/29/2020,4777522
9/30/2020,4810935
10/1/2020,4847092
10/2/2020,4847092
10/3/2020,4906833
10/4/2020,4915289
10/5/2020,4927235
10/6/2020,4969141
10/7/2020,5000694
10/8/2020,5028444
10/9/2020,5055888
10/10/2020,5082637
10/11/2020,5094979
10/12/2020,5103408
10/13/2020,5113628
10/14/2020,5140863
10/15/2020,5169386
10/16/2020,5200300
10/17/2020,5224362
10/18/2020,5224362
10/19/2020,5250727
10/20/2020,5273954
10/21/2020,5298772
10/22/2020,5323630
10/23/2020,5353656
10/24/2020,5380635
10/25/2020,5394128
10/26/2020,5409854
10/27/2020,5439641
10/28/2020,5468270
10/29/2020,5494376
10/30/2020,5516658
10/31/2020,5535605
11/1/2020,5545705
11/2/2020,5554206
11/3/2020,5566049
11/4/2020,5590025
11/5/2020,5590025
11/6/2020,5631181
11/7/2020,5653561
11/8/2020,5664115
11/9/2020,5675032
11/10/2020,5699005
11/11/2020,5747660
11/12/2020,5781582
11/13/2020,5810652
11/14/2020,5848959
11/15/2020,5863093
11/16/2020,5876464
11/17/2020,5911758
11/18/2020,5945849
11/19/2020,5981767
11/20/2020,6020164
11/21/2020,6052786
11/22/2020,6071401
11/23/2020,6087608
11/24/2020,6118708
11/25/2020,6166606
11/26/2020,6204220
11/27/2020,6238350
11/28/2020,6290272
11/29/2020,6314740
11/30/2020,6335878
12/1/2020,6386787
12/2/2020,6436650
12/3/2020,6487084
12/4/2020,6533968
12/5/2020,6577177
12/6/2020,6603540
12/7/2020,6623911
12/8/2020,6674999
12/9/2020,6728452
12/10/2020,6781799
12/11/2020,6836227
12/12/2020,6880127
12/13/2020,6901952
12/14/2020,6927145
12/15/2020,6970034
12/16/2020,7040608
12/17/2020,7110434
12/18/2020,7162978
12/19/2020,7213155
12/20/2020,7238600
12/21/2020,7263619
12/22/2020,7318821
12/23/2020,7365517
12/24/2020,7423945
12/25/2020,7448560
12/26/2020,7465806
12/27/2020,7484285
12/28/2020,7504833
12/29/2020,7563551
12/30/2020,7619200
12/31/2020,7675973
1/1/2021,7700578
1/2/2021,7716405
1/3/2021,7733746
1/4/2021,7753752
1/5/2021,7810400
1/6/2021,7873830
1/7/2021,7961673
1/8/2021,8013708
1/9/2021,8075998
1/10/2021,8105790
1/11/2021,8131612
1/12/2021,8195637
1/13/2021,8256536
1/14/2021,8324294
1/15/2021,8393492
1/16/2021,8455059
1/17/2021,8488099
1/18/2021,8511770
1/19/2021,8573864
1/20/2021,8638249
1/21/2021,8697368
1/22/2021,8753920
1/23/2021,8816254
1/24/2021,8844577
1/25/2021,8871393
1/26/2021,8933356
1/27/2021,8996876
1/28/2021,9058687
1/29/2021,9118513
1/30/2021,9176975
1/31/2021,9204731
2/1/2021,9229322
2/2/2021,9283418
2/3/2021,9339420
2/4/2021,9396293
2/5/2021,9447165
2/6/2021,9447165
2/7/2021,9524640
2/8/2021,9524640
2/9/2021,9599565
2/10/2021,9659167
2/11/2021,9713909
2/12/2021,9765455
2/13/2021,9809754
2/14/2021,9834513
2/15/2021,9866710
2/16/2021,9921981
2/17/2021,9978747
2/18/2021,10030626
2/19/2021,10084208
2/20/2021,10139148
2/21/2021,10168174
2/22/2021,10195160
2/23/2021,10257875
2/24/2021,10324463
2/25/2021,10390461
2/26/2021,10455630
2/27/2021,10517232
2/28/2021,10551259
3/1/2021,10587001
3/2/2021,10646926
3/3/2021,10718630
3/4/2021,10793732
3/5/2021,10869227
3/6/2021,10938836
3/7/2021,11019344
3/8/2021,11051665
3/9/2021,11122429
3/10/2021,11202305
3/11/2021,11277717
3/12/2021,11363380
3/13/2021,11439558
3/14/2021,11483370
3/15/2021,11519609
3/16/2021,11603535
3/17/2021,11693838
3/18/2021,11780820
3/19/2021,11871390
3/20/2021,11950459
3/21/2021,11998233
3/22/2021,12047526
3/23/2021,12130019
3/24/2021,12220011
3/25/2021,12320169
3/26/2021,12404414
3/27/2021,12490362
3/28/2021,12534688
3/29/2021,12573615
3/30/2021,12658109
3/31/2021,12748747
4/1/2021,12839844
4/2/2021,12910082
